"","person_income","person_home_ownership","loan_grade","loan_amnt","loan_status","loan_percent_income","cb_person_default_on_file","emp_cat","ir_cat"
"378",16800,"MORTGAGE","A",3900,1,0.23,"N","Missing","Missing"
"379",68400,"RENT","Other",24250,1,0.35,"N","0-15","13.5+"
"380",56045,"RENT","Other",24250,1,0.37,"N","0-15","13.5+"
"381",74000,"RENT","Other",24250,1,0.33,"Y","0-15","13.5+"
"382",65453,"RENT","Other",24250,1,0.31,"N","0-15","13.5+"
"383",89908,"RENT","B",24250,0,0.27,"N","0-15","11-13.5"
"384",78000,"RENT","Other",24250,1,0.31,"Y","0-15","13.5+"
"385",1e+05,"RENT","C",24250,0,0.24,"Y","0-15","11-13.5"
"386",103000,"RENT","Other",24250,0,0.24,"N","0-15","13.5+"
"387",160000,"MORTGAGE","A",9000,0,0.06,"N","0-15","Missing"
"388",160000,"OTHER","B",15000,0,0.09,"N","0-15","11-13.5"
"389",160000,"MORTGAGE","Other",20000,0,0.13,"N","0-15","13.5+"
"390",160000,"MORTGAGE","Other",25000,0,0.16,"Y","0-15","13.5+"
"391",160000,"MORTGAGE","C",13750,0,0.09,"N","0-15","Missing"
"392",160000,"MORTGAGE","Other",15250,0,0.1,"Y","0-15","13.5+"
"393",160000,"MORTGAGE","C",20000,0,0.13,"Y","0-15","11-13.5"
"394",16800,"MORTGAGE","C",4750,1,0.28,"Y","0-15","13.5+"
"395",111996,"RENT","Other",24250,0,0.22,"N","0-15","Missing"
"396",16800,"MORTGAGE","B",6000,1,0.36,"N","0-15","8-11"
"397",115200,"RENT","B",24250,0,0.21,"N","0-15","11-13.5"
"398",144000,"RENT","B",24250,0,0.17,"N","0-15","11-13.5"
"399",287000,"RENT","B",24250,0,0.08,"N","0-15","11-13.5"
"400",108000,"RENT","Other",24150,1,0.22,"Y","0-15","13.5+"
"401",43000,"RENT","C",24000,1,0.56,"Y","0-15","13.5+"
"402",47004,"RENT","B",24000,1,0.51,"N","0-15","11-13.5"
"403",48000,"RENT","Other",24000,1,0.5,"Y","0-15","13.5+"
"404",48000,"RENT","A",24000,1,0.5,"N","0-15","Missing"
"405",44964,"RENT","Other",24000,1,0.53,"Y","0-15","13.5+"
"406",52000,"RENT","B",24000,1,0.46,"N","Missing","8-11"
"407",17352,"MORTGAGE","C",2250,0,0.13,"Y","Missing","13.5+"
"408",47000,"RENT","Other",24000,1,0.51,"N","0-15","13.5+"
"409",17400,"MORTGAGE","B",1000,0,0.06,"N","0-15","11-13.5"
"410",49000,"RENT","Other",24000,1,0.49,"N","0-15","13.5+"
"411",60000,"RENT","A",24000,1,0.4,"N","0-15","0-8"
"412",60000,"RENT","B",24000,1,0.4,"N","0-15","8-11"
"413",60000,"RENT","A",24000,1,0.4,"N","0-15","0-8"
"414",60000,"RENT","B",24000,1,0.4,"N","0-15","8-11"
"415",62004,"RENT","A",24000,1,0.39,"N","0-15","0-8"
"416",62400,"RENT","Other",24000,1,0.38,"N","0-15","13.5+"
"417",65000,"RENT","A",24000,1,0.37,"N","0-15","Missing"
"418",17760,"MORTGAGE","C",4975,1,0.28,"Y","0-15","Missing"
"419",59000,"RENT","Other",24000,1,0.41,"Y","0-15","13.5+"
"420",66000,"RENT","A",24000,1,0.36,"N","0-15","Missing"
"421",60000,"RENT","Other",24000,1,0.4,"N","0-15","13.5+"
"422",66143,"RENT","A",24000,1,0.36,"N","0-15","0-8"
"423",62250,"RENT","Other",24000,1,0.39,"Y","0-15","13.5+"
"424",70000,"RENT","B",24000,1,0.34,"N","0-15","8-11"
"425",74000,"RENT","B",24000,1,0.32,"N","0-15","8-11"
"426",18000,"OTHER","A",3000,1,0.17,"N","0-15","0-8"
"427",75000,"RENT","B",24000,1,0.32,"N","0-15","11-13.5"
"428",75000,"RENT","B",24000,1,0.32,"N","0-15","8-11"
"429",75000,"RENT","C",24000,1,0.32,"N","0-15","Missing"
"430",69000,"RENT","Other",24000,1,0.35,"N","0-15","13.5+"
"431",78000,"RENT","C",24000,1,0.31,"N","0-15","13.5+"
"432",18000,"OTHER","B",2000,0,0.11,"N","Missing","11-13.5"
"433",80000,"RENT","B",24000,0,0.3,"N","0-15","8-11"
"434",18000,"OTHER","A",3500,1,0.19,"N","0-15","0-8"
"435",18000,"OTHER","A",4000,1,0.22,"N","0-15","0-8"
"436",74700,"RENT","Other",24000,1,0.32,"N","0-15","11-13.5"
"437",88596,"RENT","B",24000,0,0.27,"N","0-15","11-13.5"
"438",95000,"RENT","A",24000,0,0.25,"N","0-15","8-11"
"439",83000,"RENT","Other",24000,1,0.29,"N","0-15","13.5+"
"440",95000,"RENT","A",24000,0,0.25,"N","0-15","0-8"
"441",18000,"OTHER","Other",4900,1,0.27,"Y","0-15","13.5+"
"442",18000,"OTHER","B",5000,1,0.28,"N","Missing","11-13.5"
"443",1e+05,"RENT","C",24000,0,0.24,"N","0-15","11-13.5"
"444",110000,"RENT","Other",24000,0,0.22,"N","0-15","13.5+"
"445",18000,"OTHER","A",6250,1,0.35,"N","0-15","0-8"
"446",98000,"RENT","Other",24000,1,0.24,"Y","0-15","Missing"
"447",103872,"RENT","Other",24000,1,0.23,"N","0-15","13.5+"
"448",120000,"RENT","B",24000,0,0.2,"N","0-15","8-11"
"449",120000,"RENT","B",24000,0,0.2,"N","0-15","11-13.5"
"450",108000,"RENT","Other",24000,1,0.22,"N","0-15","13.5+"
"451",124080,"RENT","Other",24000,0,0.19,"Y","0-15","13.5+"
"452",18000,"MORTGAGE","Other",2500,1,0.14,"N","0-15","13.5+"
"453",130000,"RENT","B",24000,0,0.18,"N","0-15","11-13.5"
"454",135000,"RENT","B",24000,0,0.18,"N","0-15","8-11"
"455",135000,"RENT","C",24000,0,0.18,"N","0-15","13.5+"
"456",114750,"RENT","Other",24000,1,0.18,"Y","0-15","13.5+"
"457",150000,"RENT","A",24000,0,0.16,"N","0-15","0-8"
"458",138000,"RENT","Other",24000,1,0.17,"Y","0-15","13.5+"
"459",18000,"OTHER","A",13000,1,0.72,"N","0-15","0-8"
"460",18000,"OTHER","B",6250,1,0.35,"N","0-15","8-11"
"461",155000,"RENT","B",24000,0,0.15,"N","0-15","8-11"
"462",148000,"RENT","Other",24000,1,0.16,"N","0-15","13.5+"
"463",170000,"RENT","C",24000,0,0.14,"Y","0-15","Missing"
"464",18000,"OTHER","B",2500,0,0.14,"N","0-15","11-13.5"
"465",43896,"RENT","B",23975,1,0.55,"N","0-15","Missing"
"466",120000,"RENT","C",23750,0,0.2,"N","0-15","11-13.5"
"467",54996,"RENT","B",23600,1,0.43,"N","0-15","11-13.5"
"468",18000,"MORTGAGE","B",10000,1,0.56,"N","0-15","11-13.5"
"469",102000,"RENT","C",23600,0,0.23,"N","0-15","11-13.5"
"470",75000,"RENT","Other",23575,1,0.31,"N","0-15","13.5+"
"471",18000,"OTHER","C",4000,1,0.22,"N","0-15","Missing"
"472",18000,"OTHER","Other",5400,1,0.3,"Y","0-15","13.5+"
"473",18000,"MORTGAGE","B",4000,1,0.22,"N","0-15","Missing"
"474",18000,"OTHER","B",3375,1,0.19,"N","0-15","Missing"
"475",66960,"RENT","A",23400,1,0.35,"N","0-15","0-8"
"476",43385,"RENT","C",23000,1,0.53,"N","0-15","Missing"
"477",56544,"RENT","B",23000,1,0.41,"N","0-15","Missing"
"478",60000,"RENT","B",23000,1,0.38,"N","0-15","11-13.5"
"479",18000,"MORTGAGE","C",1200,0,0.07,"Y","0-15","11-13.5"
"480",63208,"RENT","B",23000,1,0.36,"N","0-15","8-11"
"481",65000,"RENT","B",23000,1,0.35,"N","0-15","11-13.5"
"482",68000,"RENT","B",23000,1,0.34,"N","0-15","8-11"
"483",18000,"OTHER","B",3000,1,0.17,"N","0-15","8-11"
"484",80000,"RENT","C",23000,0,0.29,"N","0-15","Missing"
"485",88000,"RENT","Other",23000,1,0.26,"N","0-15","13.5+"
"486",58600,"RENT","B",22750,1,0.39,"N","0-15","11-13.5"
"487",70000,"RENT","C",22500,1,0.32,"N","0-15","13.5+"
"488",18287,"OTHER","B",3000,1,0.16,"N","0-15","11-13.5"
"489",69846,"RENT","Other",22500,1,0.32,"Y","0-15","13.5+"
"490",73000,"RENT","Other",22400,1,0.31,"Y","0-15","13.5+"
"491",18500,"MORTGAGE","A",5000,1,0.27,"N","0-15","8-11"
"492",35000,"RENT","B",22250,1,0.64,"N","0-15","11-13.5"
"493",43000,"RENT","C",22000,1,0.51,"N","0-15","11-13.5"
"494",52000,"RENT","B",22000,1,0.42,"N","0-15","8-11"
"495",18701,"MORTGAGE","Other",4200,1,0.22,"Y","0-15","13.5+"
"496",57000,"RENT","B",22000,1,0.39,"N","0-15","8-11"
"497",58000,"RENT","C",22000,1,0.38,"N","0-15","13.5+"
"498",60000,"RENT","B",22000,1,0.37,"N","0-15","8-11"
"499",60000,"RENT","C",22000,1,0.37,"Y","0-15","13.5+"
"500",18840,"MORTGAGE","B",3000,1,0.16,"N","0-15","8-11"
"501",56000,"RENT","Other",22000,1,0.39,"N","0-15","13.5+"
"502",70000,"RENT","B",22000,1,0.31,"N","0-15","11-13.5"
"503",66000,"RENT","Other",22000,1,0.33,"N","0-15","Missing"
"504",74064,"RENT","B",22000,0,0.3,"N","0-15","8-11"
"505",76597,"RENT","B",22000,0,0.29,"N","0-15","8-11"
"506",19000,"OTHER","A",3625,1,0.19,"N","0-15","8-11"
"507",77000,"RENT","A",22000,0,0.29,"N","0-15","0-8"
"508",19000,"OTHER","A",6000,1,0.32,"N","0-15","8-11"
"509",80000,"RENT","A",22000,0,0.28,"N","0-15","Missing"
"510",82600,"RENT","B",22000,0,0.27,"N","0-15","11-13.5"
"511",19000,"OTHER","C",7400,1,0.39,"N","0-15","13.5+"
"512",19000,"OTHER","A",4000,1,0.21,"N","0-15","0-8"
"513",84000,"RENT","B",22000,0,0.26,"N","0-15","11-13.5"
"514",77650,"RENT","B",22000,1,0.28,"N","0-15","11-13.5"
"515",82000,"RENT","Other",22000,1,0.27,"N","0-15","13.5+"
"516",19012,"MORTGAGE","Other",3500,1,0.18,"N","0-15","13.5+"
"517",99996,"RENT","A",22000,0,0.22,"N","0-15","0-8"
"518",110000,"RENT","B",22000,0,0.2,"N","0-15","Missing"
"519",19200,"MORTGAGE","B",4950,1,0.26,"N","0-15","11-13.5"
"520",57000,"RENT","B",21700,1,0.38,"N","0-15","11-13.5"
"521",54000,"RENT","C",21600,1,0.4,"N","0-15","11-13.5"
"522",56000,"RENT","Other",21600,1,0.39,"Y","0-15","13.5+"
"523",63000,"RENT","C",21600,1,0.34,"Y","0-15","13.5+"
"524",82000,"RENT","C",21600,0,0.26,"Y","0-15","13.5+"
"525",78000,"RENT","B",21600,1,0.28,"N","0-15","11-13.5"
"526",19200,"OTHER","B",2400,0,0.13,"N","0-15","8-11"
"527",112140,"RENT","A",21600,0,0.19,"N","0-15","0-8"
"528",19200,"MORTGAGE","A",7000,1,0.36,"N","Missing","0-8"
"529",19200,"OTHER","B",3000,1,0.16,"N","0-15","11-13.5"
"530",59000,"RENT","Other",21500,1,0.36,"N","0-15","13.5+"
"531",70000,"RENT","B",21500,1,0.31,"N","0-15","8-11"
"532",116000,"RENT","Other",21500,0,0.19,"Y","0-15","13.5+"
"533",60000,"RENT","A",21450,1,0.36,"N","0-15","0-8"
"534",31000,"RENT","B",21250,1,0.69,"N","0-15","11-13.5"
"535",47052,"RENT","B",21250,1,0.45,"N","0-15","8-11"
"536",51060,"RENT","A",21250,1,0.42,"N","0-15","0-8"
"537",19200,"MORTGAGE","C",5000,1,0.26,"Y","0-15","13.5+"
"538",53000,"RENT","B",21250,1,0.4,"N","0-15","8-11"
"539",19200,"OTHER","B",9250,1,0.48,"N","0-15","Missing"
"540",56000,"RENT","Other",21250,1,0.38,"Y","0-15","13.5+"
"541",65000,"RENT","Other",21250,1,0.33,"Y","0-15","13.5+"
"542",35000,"RENT","B",21000,1,0.6,"N","0-15","11-13.5"
"543",19200,"MORTGAGE","Other",1400,1,0.07,"Y","0-15","13.5+"
"544",19200,"MORTGAGE","A",3000,1,0.16,"N","0-15","Missing"
"545",40000,"RENT","A",21000,1,0.53,"N","0-15","0-8"
"546",19200,"OTHER","B",1000,0,0.05,"N","0-15","Missing"
"547",42000,"RENT","Other",21000,1,0.5,"Y","0-15","13.5+"
"548",63000,"RENT","B",21000,1,0.33,"N","0-15","11-13.5"
"549",19200,"MORTGAGE","A",4000,1,0.21,"N","0-15","0-8"
"550",59000,"RENT","B",21000,1,0.36,"N","0-15","8-11"
"551",70500,"RENT","C",21000,0,0.3,"Y","0-15","13.5+"
"552",65219,"RENT","Other",21000,1,0.32,"N","0-15","13.5+"
"553",75000,"RENT","B",21000,0,0.28,"N","0-15","8-11"
"554",19200,"MORTGAGE","Other",5000,1,0.26,"N","0-15","13.5+"
"555",62047,"RENT","Other",21000,1,0.29,"Y","0-15","13.5+"
"556",79000,"RENT","A",21000,0,0.27,"N","0-15","0-8"
"557",80000,"RENT","B",21000,0,0.26,"N","0-15","11-13.5"
"558",84000,"RENT","B",21000,0,0.25,"N","0-15","8-11"
"559",85000,"RENT","C",21000,0,0.25,"N","0-15","13.5+"
"560",93000,"RENT","B",21000,0,0.23,"N","0-15","8-11"
"561",81000,"RENT","Other",21000,1,0.26,"Y","0-15","13.5+"
"562",97000,"RENT","A",21000,0,0.22,"N","0-15","0-8"
"563",97000,"RENT","C",21000,0,0.22,"Y","0-15","Missing"
"564",1e+05,"RENT","Other",21000,1,0.21,"Y","0-15","13.5+"
"565",19200,"OTHER","C",7500,1,0.39,"Y","0-15","11-13.5"
"566",19253,"MORTGAGE","A",6250,1,0.32,"N","Missing","0-8"
"567",125000,"RENT","A",21000,0,0.17,"N","0-15","8-11"
"568",125000,"RENT","C",21000,0,0.17,"Y","0-15","11-13.5"
"569",82000,"RENT","B",20900,0,0.25,"N","0-15","11-13.5"
"570",19500,"MORTGAGE","B",15000,1,0.77,"N","0-15","8-11"
"571",50000,"RENT","A",20500,1,0.41,"N","0-15","0-8"
"572",70000,"RENT","C",20500,0,0.29,"Y","0-15","11-13.5"
"573",19800,"OTHER","A",2100,0,0.11,"N","0-15","8-11"
"574",54000,"RENT","A",20375,1,0.38,"N","0-15","0-8"
"575",26000,"RENT","B",20050,1,0.77,"N","0-15","8-11"
"576",33000,"RENT","B",20000,1,0.61,"N","0-15","8-11"
"577",20000,"OTHER","B",5000,0,0.25,"N","0-15","11-13.5"
"578",20000,"OTHER","B",9250,0,0.46,"N","0-15","8-11"
"579",35364,"RENT","B",20000,1,0.57,"N","0-15","11-13.5"
"580",38000,"RENT","Other",20000,1,0.53,"N","0-15","13.5+"
"581",32000,"RENT","Other",20000,1,0.63,"N","0-15","11-13.5"
"582",38004,"RENT","C",20000,1,0.53,"N","0-15","11-13.5"
"583",20000,"MORTGAGE","B",6400,0,0.32,"N","0-15","8-11"
"584",38556,"RENT","C",20000,1,0.52,"Y","0-15","11-13.5"
"585",32900,"RENT","Other",20000,1,0.61,"N","0-15","13.5+"
"586",34000,"RENT","B",20000,1,0.59,"N","0-15","8-11"
"587",40000,"RENT","B",20000,1,0.5,"N","0-15","11-13.5"
"588",36000,"RENT","Other",20000,1,0.56,"Y","0-15","Missing"
"589",20000,"MORTGAGE","A",4800,0,0.24,"N","0-15","0-8"
"590",42000,"RENT","C",20000,1,0.48,"N","0-15","11-13.5"
"591",42224,"RENT","A",20000,1,0.47,"N","0-15","0-8"
"592",20000,"OTHER","Other",5650,0,0.28,"Y","0-15","13.5+"
"593",20000,"MORTGAGE","C",3625,0,0.18,"Y","0-15","Missing"
"594",37212,"RENT","Other",20000,1,0.54,"N","0-15","13.5+"
"595",38000,"RENT","B",20000,1,0.53,"N","0-15","11-13.5"
"596",45000,"RENT","A",20000,1,0.44,"N","0-15","0-8"
"597",45000,"RENT","B",20000,1,0.44,"N","0-15","8-11"
"598",45000,"RENT","Other",20000,1,0.44,"N","0-15","Missing"
"599",20000,"OTHER","A",1200,0,0.06,"N","0-15","0-8"
"600",45000,"RENT","C",20000,1,0.44,"Y","0-15","13.5+"
"601",39000,"RENT","Other",20000,1,0.51,"N","0-15","13.5+"
"602",46500,"RENT","B",20000,1,0.43,"N","0-15","8-11"
"603",48000,"RENT","B",20000,1,0.42,"N","0-15","8-11"
"604",42000,"RENT","Other",20000,1,0.48,"N","0-15","11-13.5"
"605",48500,"RENT","B",20000,1,0.41,"N","0-15","11-13.5"
"606",20000,"OTHER","A",7500,0,0.38,"N","0-15","0-8"
"607",49400,"RENT","A",20000,1,0.4,"N","0-15","0-8"
"608",20000,"MORTGAGE","A",4000,0,0.2,"N","0-15","0-8"
"609",50000,"RENT","A",20000,1,0.4,"N","0-15","0-8"
"610",50000,"RENT","C",20000,1,0.4,"N","0-15","11-13.5"
"611",50000,"RENT","C",20000,1,0.4,"N","0-15","11-13.5"
"612",20000,"OTHER","C",5000,0,0.25,"N","0-15","13.5+"
"613",44000,"RENT","Other",20000,1,0.45,"N","0-15","13.5+"
"614",50866,"RENT","B",20000,1,0.39,"N","0-15","Missing"
"615",50950,"RENT","B",20000,1,0.39,"N","0-15","11-13.5"
"616",51000,"RENT","B",20000,1,0.39,"N","0-15","8-11"
"617",51000,"RENT","B",20000,1,0.39,"N","0-15","11-13.5"
"618",51000,"RENT","C",20000,1,0.39,"N","0-15","11-13.5"
"619",51500,"RENT","B",20000,1,0.39,"N","0-15","11-13.5"
"620",51996,"RENT","B",20000,1,0.38,"N","0-15","8-11"
"621",52000,"RENT","B",20000,1,0.38,"N","0-15","11-13.5"
"622",46000,"RENT","Other",20000,1,0.43,"Y","0-15","13.5+"
"623",20000,"MORTGAGE","A",1500,0,0.07,"N","0-15","0-8"
"624",52000,"RENT","Other",20000,1,0.38,"Y","0-15","13.5+"
"625",46000,"RENT","C",20000,1,0.43,"Y","0-15","11-13.5"
"626",52559,"RENT","B",20000,1,0.38,"N","0-15","Missing"
"627",47000,"RENT","Other",20000,1,0.43,"N","0-15","13.5+"
"628",54000,"RENT","B",20000,1,0.37,"N","0-15","8-11"
"629",48000,"RENT","Other",20000,1,0.42,"N","0-15","13.5+"
"630",48000,"RENT","Other",20000,1,0.42,"N","0-15","13.5+"
"631",54000,"RENT","B",20000,1,0.37,"N","0-15","11-13.5"
"632",48912,"RENT","C",20000,1,0.41,"N","0-15","11-13.5"
"633",54996,"RENT","B",20000,1,0.36,"N","0-15","11-13.5"
"634",55000,"RENT","A",20000,1,0.36,"N","0-15","0-8"
"635",55000,"RENT","A",20000,1,0.36,"N","0-15","0-8"
"636",49000,"RENT","Other",20000,1,0.41,"N","0-15","13.5+"
"637",55000,"RENT","B",20000,1,0.36,"N","0-15","8-11"
"638",20000,"MORTGAGE","B",16600,0,0.83,"N","0-15","8-11"
"639",55000,"RENT","B",20000,1,0.36,"N","0-15","11-13.5"
"640",55200,"RENT","B",20000,1,0.36,"N","0-15","Missing"
"641",20004,"MORTGAGE","A",7125,0,0.36,"N","0-15","0-8"
"642",57000,"RENT","Other",20000,1,0.35,"N","0-15","13.5+"
"643",51012,"RENT","Other",20000,1,0.39,"Y","0-15","13.5+"
"644",20004,"MORTGAGE","Other",2500,0,0.12,"Y","0-15","13.5+"
"645",20004,"MORTGAGE","B",3600,0,0.18,"N","0-15","Missing"
"646",58000,"RENT","C",20000,1,0.34,"N","0-15","11-13.5"
"647",58800,"RENT","A",20000,1,0.34,"N","0-15","0-8"
"648",59000,"RENT","A",20000,1,0.34,"N","0-15","0-8"
"649",53000,"RENT","Other",20000,1,0.38,"Y","0-15","13.5+"
"650",60000,"RENT","A",20000,1,0.33,"N","0-15","0-8"
"651",54000,"RENT","Other",20000,1,0.37,"N","0-15","13.5+"
"652",20245,"OTHER","A",3550,0,0.18,"N","0-15","Missing"
"653",20280,"MORTGAGE","A",7000,0,0.35,"N","0-15","0-8"
"654",60000,"RENT","B",20000,1,0.33,"N","0-15","8-11"
"655",20352,"OTHER","A",7750,0,0.38,"N","0-15","0-8"
"656",54000,"RENT","B",20000,1,0.37,"N","0-15","8-11"
"657",60000,"RENT","A",20000,1,0.33,"N","0-15","Missing"
"658",54000,"RENT","Other",20000,1,0.37,"Y","0-15","13.5+"
"659",54000,"RENT","B",20000,1,0.37,"N","0-15","11-13.5"
"660",60000,"RENT","A",20000,1,0.33,"N","0-15","0-8"
"661",60000,"RENT","B",20000,1,0.33,"N","0-15","Missing"
"662",20400,"MORTGAGE","Other",6000,0,0.29,"Y","0-15","13.5+"
"663",20400,"MORTGAGE","B",5500,0,0.27,"N","0-15","8-11"
"664",60000,"RENT","B",20000,1,0.33,"N","0-15","Missing"
"665",54000,"RENT","Other",20000,1,0.37,"Y","0-15","13.5+"
"666",54000,"RENT","Other",20000,1,0.37,"Y","0-15","13.5+"
"667",60000,"RENT","B",20000,1,0.33,"N","0-15","11-13.5"
"668",20400,"OTHER","C",1275,0,0.06,"Y","0-15","13.5+"
"669",54000,"RENT","Other",20000,1,0.37,"N","0-15","13.5+"
"670",60000,"RENT","B",20000,1,0.33,"N","0-15","11-13.5"
"671",20400,"OTHER","B",2400,0,0.12,"N","0-15","11-13.5"
"672",60000,"RENT","Other",20000,1,0.33,"N","0-15","13.5+"
"673",60000,"RENT","B",20000,1,0.33,"N","0-15","8-11"
"674",54504,"RENT","Other",20000,1,0.37,"Y","0-15","13.5+"
"675",55000,"RENT","Other",20000,1,0.36,"N","0-15","13.5+"
"676",61000,"RENT","B",20000,1,0.33,"N","0-15","11-13.5"
"677",20400,"OTHER","Other",3800,0,0.19,"Y","0-15","Missing"
"678",62000,"RENT","A",20000,1,0.32,"N","0-15","0-8"
"679",56000,"RENT","Other",20000,1,0.36,"Y","0-15","13.5+"
"680",56000,"RENT","Other",20000,1,0.36,"Y","0-15","13.5+"
"681",62400,"RENT","B",20000,1,0.32,"N","0-15","11-13.5"
"682",62400,"RENT","B",20000,1,0.32,"N","0-15","11-13.5"
"683",63000,"RENT","B",20000,1,0.32,"N","0-15","11-13.5"
"684",58000,"RENT","B",20000,1,0.34,"N","0-15","8-11"
"685",65000,"RENT","B",20000,1,0.31,"N","0-15","8-11"
"686",20800,"OTHER","Other",5000,0,0.24,"Y","0-15","13.5+"
"687",65000,"RENT","B",20000,1,0.31,"N","0-15","8-11"
"688",65000,"RENT","B",20000,1,0.31,"N","0-15","11-13.5"
"689",20856,"OTHER","B",10000,0,0.48,"N","Missing","8-11"
"690",20868,"OTHER","C",5375,0,0.26,"Y","0-15","11-13.5"
"691",59000,"RENT","C",20000,1,0.34,"N","0-15","Missing"
"692",59000,"RENT","C",20000,1,0.34,"N","0-15","11-13.5"
"693",21000,"MORTGAGE","Other",3500,1,0.17,"Y","0-15","13.5+"
"694",65004,"RENT","B",20000,1,0.31,"N","0-15","11-13.5"
"695",59004,"RENT","Other",20000,1,0.34,"Y","0-15","13.5+"
"696",59004,"RENT","B",20000,1,0.34,"N","0-15","8-11"
"697",65500,"RENT","C",20000,1,0.31,"N","0-15","11-13.5"
"698",66996,"RENT","B",20000,0,0.3,"N","0-15","11-13.5"
"699",67000,"RENT","B",20000,0,0.3,"N","0-15","11-13.5"
"700",67000,"RENT","C",20000,0,0.3,"Y","0-15","11-13.5"
"701",68000,"RENT","B",20000,0,0.29,"N","0-15","8-11"
"702",68000,"RENT","C",20000,0,0.29,"Y","0-15","11-13.5"
"703",62400,"RENT","Other",20000,1,0.32,"N","0-15","13.5+"
"704",69500,"RENT","Other",20000,0,0.29,"Y","0-15","13.5+"
"705",70000,"RENT","B",20000,0,0.29,"N","0-15","8-11"
"706",70000,"RENT","A",20000,0,0.29,"N","0-15","0-8"
"707",64000,"RENT","Other",20000,1,0.31,"N","0-15","Missing"
"708",71004,"RENT","Other",20000,0,0.28,"N","0-15","13.5+"
"709",21000,"MORTGAGE","B",3000,0,0.14,"N","0-15","11-13.5"
"710",71004,"RENT","Other",20000,0,0.28,"N","0-15","13.5+"
"711",55392,"RENT","Other",20000,1,0.31,"Y","0-15","13.5+"
"712",72000,"RENT","B",20000,0,0.28,"N","0-15","11-13.5"
"713",21000,"OTHER","B",6000,0,0.29,"N","0-15","11-13.5"
"714",66000,"RENT","Other",20000,1,0.3,"N","0-15","13.5+"
"715",66000,"RENT","Other",20000,1,0.3,"N","0-15","13.5+"
"716",72000,"RENT","Other",20000,0,0.28,"Y","0-15","13.5+"
"717",74000,"RENT","B",20000,0,0.27,"N","0-15","11-13.5"
"718",21120,"MORTGAGE","Other",1625,1,0.08,"Y","0-15","13.5+"
"719",75000,"RENT","B",20000,0,0.27,"N","0-15","Missing"
"720",21216,"MORTGAGE","Other",4500,1,0.21,"Y","0-15","Missing"
"721",21221,"MORTGAGE","B",8500,0,0.4,"N","0-15","8-11"
"722",75000,"RENT","B",20000,0,0.27,"N","0-15","8-11"
"723",75000,"RENT","A",20000,0,0.27,"N","0-15","0-8"
"724",75000,"RENT","A",20000,0,0.27,"N","0-15","Missing"
"725",75000,"RENT","B",20000,0,0.27,"N","0-15","8-11"
"726",69000,"RENT","B",20000,1,0.29,"N","0-15","8-11"
"727",75000,"RENT","C",20000,0,0.27,"N","0-15","Missing"
"728",21600,"MORTGAGE","A",7575,0,0.35,"N","0-15","Missing"
"729",21600,"OTHER","B",5200,0,0.24,"N","0-15","11-13.5"
"730",69000,"RENT","Other",20000,1,0.29,"N","0-15","13.5+"
"731",75600,"RENT","Other",20000,0,0.26,"Y","0-15","13.5+"
"732",59497,"RENT","Other",20000,1,0.29,"N","0-15","13.5+"
"733",76000,"RENT","B",20000,0,0.26,"N","0-15","8-11"
"734",70000,"RENT","C",20000,1,0.29,"N","0-15","11-13.5"
"735",70000,"RENT","Other",20000,1,0.29,"N","0-15","13.5+"
"736",77004,"RENT","C",20000,0,0.26,"N","0-15","13.5+"
"737",71004,"RENT","Other",20000,1,0.28,"Y","0-15","11-13.5"
"738",21600,"OTHER","A",7125,0,0.33,"N","Missing","0-8"
"739",21600,"MORTGAGE","A",4025,0,0.19,"N","Missing","0-8"
"740",21600,"MORTGAGE","A",8000,0,0.37,"N","0-15","0-8"
"741",78000,"RENT","C",20000,0,0.26,"Y","0-15","13.5+"
"742",21600,"MORTGAGE","C",4000,0,0.19,"N","Missing","11-13.5"
"743",21600,"OTHER","B",4200,0,0.19,"N","Missing","8-11"
"744",21600,"MORTGAGE","C",1400,0,0.06,"N","0-15","Missing"
"745",61200,"RENT","B",20000,1,0.28,"N","0-15","11-13.5"
"746",21600,"MORTGAGE","A",3800,0,0.18,"N","0-15","0-8"
"747",72000,"RENT","Other",20000,1,0.28,"Y","0-15","Missing"
"748",78000,"RENT","B",20000,0,0.26,"N","0-15","11-13.5"
"749",78500,"RENT","C",20000,0,0.25,"Y","0-15","13.5+"
"750",79000,"RENT","Other",20000,0,0.25,"Y","0-15","13.5+"
"751",80000,"RENT","A",20000,0,0.25,"N","0-15","0-8"
"752",21600,"OTHER","C",6000,0,0.28,"N","0-15","11-13.5"
"753",62900,"RENT","Other",20000,1,0.27,"N","0-15","13.5+"
"754",80000,"RENT","C",20000,0,0.25,"N","0-15","11-13.5"
"755",80000,"RENT","B",20000,0,0.25,"N","0-15","8-11"
"756",21600,"MORTGAGE","A",2000,0,0.09,"N","0-15","0-8"
"757",80000,"RENT","C",20000,0,0.25,"Y","0-15","13.5+"
"758",21600,"OTHER","A",8500,0,0.39,"N","0-15","0-8"
"759",62900,"RENT","C",20000,1,0.27,"N","0-15","13.5+"
"760",21600,"MORTGAGE","B",1000,0,0.05,"N","0-15","8-11"
"761",74004,"RENT","Other",20000,1,0.27,"Y","0-15","13.5+"
"762",80004,"RENT","C",20000,0,0.25,"Y","0-15","13.5+"
"763",80700,"RENT","B",20000,0,0.25,"N","0-15","11-13.5"
